,name,id,height,weight,base_experience,stats,types,url
140,kabutops,141,13,405,173,"{'hp': 60, 'attack': 115, 'defense': 105, 'special-attack': 65, 'special-defense': 70, 'speed': 80}","['rock', 'water']",https://pokeapi.co/api/v2/pokemon/141/
141,aerodactyl,142,18,590,180,"{'hp': 80, 'attack': 105, 'defense': 65, 'special-attack': 60, 'special-defense': 75, 'speed': 130}","['rock', 'flying']",https://pokeapi.co/api/v2/pokemon/142/
142,snorlax,143,21,4600,189,"{'hp': 160, 'attack': 110, 'defense': 65, 'special-attack': 65, 'special-defense': 110, 'speed': 30}",['normal'],https://pokeapi.co/api/v2/pokemon/143/
143,articuno,144,17,554,290,"{'hp': 90, 'attack': 85, 'defense': 100, 'special-attack': 95, 'special-defense': 125, 'speed': 85}","['ice', 'flying']",https://pokeapi.co/api/v2/pokemon/144/
144,zapdos,145,16,526,290,"{'hp': 90, 'attack': 90, 'defense': 85, 'special-attack': 125, 'special-defense': 90, 'speed': 100}","['electric', 'flying']",https://pokeapi.co/api/v2/pokemon/145/
145,moltres,146,20,600,290,"{'hp': 90, 'attack': 100, 'defense': 90, 'special-attack': 125, 'special-defense': 85, 'speed': 90}","['fire', 'flying']",https://pokeapi.co/api/v2/pokemon/146/
146,dratini,147,18,33,60,"{'hp': 41, 'attack': 64, 'defense': 45, 'special-attack': 50, 'special-defense': 50, 'speed': 50}",['dragon'],https://pokeapi.co/api/v2/pokemon/147/
147,dragonair,148,40,165,147,"{'hp': 61, 'attack': 84, 'defense': 65, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",['dragon'],https://pokeapi.co/api/v2/pokemon/148/
148,dragonite,149,22,2100,300,"{'hp': 91, 'attack': 134, 'defense': 95, 'special-attack': 100, 'special-defense': 100, 'speed': 80}","['dragon', 'flying']",https://pokeapi.co/api/v2/pokemon/149/
149,mewtwo,150,20,1220,340,"{'hp': 106, 'attack': 110, 'defense': 90, 'special-attack': 154, 'special-defense': 90, 'speed': 130}",['psychic'],https://pokeapi.co/api/v2/pokemon/150/
150,mew,151,4,40,300,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",['psychic'],https://pokeapi.co/api/v2/pokemon/151/
151,chikorita,152,9,64,64,"{'hp': 45, 'attack': 49, 'defense': 65, 'special-attack': 49, 'special-defense': 65, 'speed': 45}",['grass'],https://pokeapi.co/api/v2/pokemon/152/
152,bayleef,153,12,158,142,"{'hp': 60, 'attack': 62, 'defense': 80, 'special-attack': 63, 'special-defense': 80, 'speed': 60}",['grass'],https://pokeapi.co/api/v2/pokemon/153/
153,meganium,154,18,1005,236,"{'hp': 80, 'attack': 82, 'defense': 100, 'special-attack': 83, 'special-defense': 100, 'speed': 80}",['grass'],https://pokeapi.co/api/v2/pokemon/154/
154,cyndaquil,155,5,79,62,"{'hp': 39, 'attack': 52, 'defense': 43, 'special-attack': 60, 'special-defense': 50, 'speed': 65}",['fire'],https://pokeapi.co/api/v2/pokemon/155/
155,quilava,156,9,190,142,"{'hp': 58, 'attack': 64, 'defense': 58, 'special-attack': 80, 'special-defense': 65, 'speed': 80}",['fire'],https://pokeapi.co/api/v2/pokemon/156/
156,typhlosion,157,17,795,240,"{'hp': 78, 'attack': 84, 'defense': 78, 'special-attack': 109, 'special-defense': 85, 'speed': 100}",['fire'],https://pokeapi.co/api/v2/pokemon/157/
157,totodile,158,6,95,63,"{'hp': 50, 'attack': 65, 'defense': 64, 'special-attack': 44, 'special-defense': 48, 'speed': 43}",['water'],https://pokeapi.co/api/v2/pokemon/158/
158,croconaw,159,11,250,142,"{'hp': 65, 'attack': 80, 'defense': 80, 'special-attack': 59, 'special-defense': 63, 'speed': 58}",['water'],https://pokeapi.co/api/v2/pokemon/159/
159,feraligatr,160,23,888,239,"{'hp': 85, 'attack': 105, 'defense': 100, 'special-attack': 79, 'special-defense': 83, 'speed': 78}",['water'],https://pokeapi.co/api/v2/pokemon/160/
160,sentret,161,8,60,43,"{'hp': 35, 'attack': 46, 'defense': 34, 'special-attack': 35, 'special-defense': 45, 'speed': 20}",['normal'],https://pokeapi.co/api/v2/pokemon/161/
161,furret,162,18,325,145,"{'hp': 85, 'attack': 76, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 90}",['normal'],https://pokeapi.co/api/v2/pokemon/162/
162,hoothoot,163,7,212,52,"{'hp': 60, 'attack': 30, 'defense': 30, 'special-attack': 36, 'special-defense': 56, 'speed': 50}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/163/
163,noctowl,164,16,408,158,"{'hp': 100, 'attack': 50, 'defense': 50, 'special-attack': 86, 'special-defense': 96, 'speed': 70}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/164/
164,ledyba,165,10,108,53,"{'hp': 40, 'attack': 20, 'defense': 30, 'special-attack': 40, 'special-defense': 80, 'speed': 55}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/165/
165,ledian,166,14,356,137,"{'hp': 55, 'attack': 35, 'defense': 50, 'special-attack': 55, 'special-defense': 110, 'speed': 85}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/166/
166,spinarak,167,5,85,50,"{'hp': 40, 'attack': 60, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 30}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/167/
167,ariados,168,11,335,140,"{'hp': 70, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 40}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/168/
168,crobat,169,18,750,268,"{'hp': 85, 'attack': 90, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 130}","['poison', 'flying']",https://pokeapi.co/api/v2/pokemon/169/
169,chinchou,170,5,120,66,"{'hp': 75, 'attack': 38, 'defense': 38, 'special-attack': 56, 'special-defense': 56, 'speed': 67}","['water', 'electric']",https://pokeapi.co/api/v2/pokemon/170/
170,lanturn,171,12,225,161,"{'hp': 125, 'attack': 58, 'defense': 58, 'special-attack': 76, 'special-defense': 76, 'speed': 67}","['water', 'electric']",https://pokeapi.co/api/v2/pokemon/171/
171,pichu,172,3,20,41,"{'hp': 20, 'attack': 40, 'defense': 15, 'special-attack': 35, 'special-defense': 35, 'speed': 60}",['electric'],https://pokeapi.co/api/v2/pokemon/172/
172,cleffa,173,3,30,44,"{'hp': 50, 'attack': 25, 'defense': 28, 'special-attack': 45, 'special-defense': 55, 'speed': 15}",['fairy'],https://pokeapi.co/api/v2/pokemon/173/
173,igglybuff,174,3,10,42,"{'hp': 90, 'attack': 30, 'defense': 15, 'special-attack': 40, 'special-defense': 20, 'speed': 15}","['normal', 'fairy']",https://pokeapi.co/api/v2/pokemon/174/
174,togepi,175,3,15,49,"{'hp': 35, 'attack': 20, 'defense': 65, 'special-attack': 40, 'special-defense': 65, 'speed': 20}",['fairy'],https://pokeapi.co/api/v2/pokemon/175/
175,togetic,176,6,32,142,"{'hp': 55, 'attack': 40, 'defense': 85, 'special-attack': 80, 'special-defense': 105, 'speed': 40}","['fairy', 'flying']",https://pokeapi.co/api/v2/pokemon/176/
176,natu,177,2,20,64,"{'hp': 40, 'attack': 50, 'defense': 45, 'special-attack': 70, 'special-defense': 45, 'speed': 70}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/177/
177,xatu,178,15,150,165,"{'hp': 65, 'attack': 75, 'defense': 70, 'special-attack': 95, 'special-defense': 70, 'speed': 95}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/178/
178,mareep,179,6,78,56,"{'hp': 55, 'attack': 40, 'defense': 40, 'special-attack': 65, 'special-defense': 45, 'speed': 35}",['electric'],https://pokeapi.co/api/v2/pokemon/179/
179,flaaffy,180,8,133,128,"{'hp': 70, 'attack': 55, 'defense': 55, 'special-attack': 80, 'special-defense': 60, 'speed': 45}",['electric'],https://pokeapi.co/api/v2/pokemon/180/
180,ampharos,181,14,615,230,"{'hp': 90, 'attack': 75, 'defense': 85, 'special-attack': 115, 'special-defense': 90, 'speed': 55}",['electric'],https://pokeapi.co/api/v2/pokemon/181/
181,bellossom,182,4,58,245,"{'hp': 75, 'attack': 80, 'defense': 95, 'special-attack': 90, 'special-defense': 100, 'speed': 50}",['grass'],https://pokeapi.co/api/v2/pokemon/182/
182,marill,183,4,85,88,"{'hp': 70, 'attack': 20, 'defense': 50, 'special-attack': 20, 'special-defense': 50, 'speed': 40}","['water', 'fairy']",https://pokeapi.co/api/v2/pokemon/183/
183,azumarill,184,8,285,210,"{'hp': 100, 'attack': 50, 'defense': 80, 'special-attack': 60, 'special-defense': 80, 'speed': 50}","['water', 'fairy']",https://pokeapi.co/api/v2/pokemon/184/
184,sudowoodo,185,12,380,144,"{'hp': 70, 'attack': 100, 'defense': 115, 'special-attack': 30, 'special-defense': 65, 'speed': 30}",['rock'],https://pokeapi.co/api/v2/pokemon/185/
185,politoed,186,11,339,250,"{'hp': 90, 'attack': 75, 'defense': 75, 'special-attack': 90, 'special-defense': 100, 'speed': 70}",['water'],https://pokeapi.co/api/v2/pokemon/186/
186,hoppip,187,4,5,50,"{'hp': 35, 'attack': 35, 'defense': 40, 'special-attack': 35, 'special-defense': 55, 'speed': 50}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/187/
187,skiploom,188,6,10,119,"{'hp': 55, 'attack': 45, 'defense': 50, 'special-attack': 45, 'special-defense': 65, 'speed': 80}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/188/
188,jumpluff,189,8,30,207,"{'hp': 75, 'attack': 55, 'defense': 70, 'special-attack': 55, 'special-defense': 95, 'speed': 110}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/189/
189,aipom,190,8,115,72,"{'hp': 55, 'attack': 70, 'defense': 55, 'special-attack': 40, 'special-defense': 55, 'speed': 85}",['normal'],https://pokeapi.co/api/v2/pokemon/190/
190,sunkern,191,3,18,36,"{'hp': 30, 'attack': 30, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 30}",['grass'],https://pokeapi.co/api/v2/pokemon/191/
191,sunflora,192,8,85,149,"{'hp': 75, 'attack': 75, 'defense': 55, 'special-attack': 105, 'special-defense': 85, 'speed': 30}",['grass'],https://pokeapi.co/api/v2/pokemon/192/
192,yanma,193,12,380,78,"{'hp': 65, 'attack': 65, 'defense': 45, 'special-attack': 75, 'special-defense': 45, 'speed': 95}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/193/
193,wooper,194,4,85,42,"{'hp': 55, 'attack': 45, 'defense': 45, 'special-attack': 25, 'special-defense': 25, 'speed': 15}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/194/
194,quagsire,195,14,750,151,"{'hp': 95, 'attack': 85, 'defense': 85, 'special-attack': 65, 'special-defense': 65, 'speed': 35}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/195/
195,espeon,196,9,265,184,"{'hp': 65, 'attack': 65, 'defense': 60, 'special-attack': 130, 'special-defense': 95, 'speed': 110}",['psychic'],https://pokeapi.co/api/v2/pokemon/196/
196,umbreon,197,10,270,184,"{'hp': 95, 'attack': 65, 'defense': 110, 'special-attack': 60, 'special-defense': 130, 'speed': 65}",['dark'],https://pokeapi.co/api/v2/pokemon/197/
197,murkrow,198,5,21,81,"{'hp': 60, 'attack': 85, 'defense': 42, 'special-attack': 85, 'special-defense': 42, 'speed': 91}","['dark', 'flying']",https://pokeapi.co/api/v2/pokemon/198/
198,slowking,199,20,795,172,"{'hp': 95, 'attack': 75, 'defense': 80, 'special-attack': 100, 'special-defense': 110, 'speed': 30}","['water', 'psychic']",https://pokeapi.co/api/v2/pokemon/199/
199,misdreavus,200,7,10,87,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 85, 'special-defense': 85, 'speed': 85}",['ghost'],https://pokeapi.co/api/v2/pokemon/200/
200,unown,201,5,50,118,"{'hp': 48, 'attack': 72, 'defense': 48, 'special-attack': 72, 'special-defense': 48, 'speed': 48}",['psychic'],https://pokeapi.co/api/v2/pokemon/201/
201,wobbuffet,202,13,285,142,"{'hp': 190, 'attack': 33, 'defense': 58, 'special-attack': 33, 'special-defense': 58, 'speed': 33}",['psychic'],https://pokeapi.co/api/v2/pokemon/202/
202,girafarig,203,15,415,159,"{'hp': 70, 'attack': 80, 'defense': 65, 'special-attack': 90, 'special-defense': 65, 'speed': 85}","['normal', 'psychic']",https://pokeapi.co/api/v2/pokemon/203/
203,pineco,204,6,72,58,"{'hp': 50, 'attack': 65, 'defense': 90, 'special-attack': 35, 'special-defense': 35, 'speed': 15}",['bug'],https://pokeapi.co/api/v2/pokemon/204/
204,forretress,205,12,1258,163,"{'hp': 75, 'attack': 90, 'defense': 140, 'special-attack': 60, 'special-defense': 60, 'speed': 40}","['bug', 'steel']",https://pokeapi.co/api/v2/pokemon/205/
205,dunsparce,206,15,140,145,"{'hp': 100, 'attack': 70, 'defense': 70, 'special-attack': 65, 'special-defense': 65, 'speed': 45}",['normal'],https://pokeapi.co/api/v2/pokemon/206/
206,gligar,207,11,648,86,"{'hp': 65, 'attack': 75, 'defense': 105, 'special-attack': 35, 'special-defense': 65, 'speed': 85}","['ground', 'flying']",https://pokeapi.co/api/v2/pokemon/207/
207,steelix,208,92,4000,179,"{'hp': 75, 'attack': 85, 'defense': 200, 'special-attack': 55, 'special-defense': 65, 'speed': 30}","['steel', 'ground']",https://pokeapi.co/api/v2/pokemon/208/
208,snubbull,209,6,78,60,"{'hp': 60, 'attack': 80, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 30}",['fairy'],https://pokeapi.co/api/v2/pokemon/209/
209,granbull,210,14,487,158,"{'hp': 90, 'attack': 120, 'defense': 75, 'special-attack': 60, 'special-defense': 60, 'speed': 45}",['fairy'],https://pokeapi.co/api/v2/pokemon/210/
210,qwilfish,211,5,39,88,"{'hp': 65, 'attack': 95, 'defense': 85, 'special-attack': 55, 'special-defense': 55, 'speed': 85}","['water', 'poison']",https://pokeapi.co/api/v2/pokemon/211/
211,scizor,212,18,1180,175,"{'hp': 70, 'attack': 130, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 65}","['bug', 'steel']",https://pokeapi.co/api/v2/pokemon/212/
212,shuckle,213,6,205,177,"{'hp': 20, 'attack': 10, 'defense': 230, 'special-attack': 10, 'special-defense': 230, 'speed': 5}","['bug', 'rock']",https://pokeapi.co/api/v2/pokemon/213/
213,heracross,214,15,540,175,"{'hp': 80, 'attack': 125, 'defense': 75, 'special-attack': 40, 'special-defense': 95, 'speed': 85}","['bug', 'fighting']",https://pokeapi.co/api/v2/pokemon/214/
214,sneasel,215,9,280,86,"{'hp': 55, 'attack': 95, 'defense': 55, 'special-attack': 35, 'special-defense': 75, 'speed': 115}","['dark', 'ice']",https://pokeapi.co/api/v2/pokemon/215/
215,teddiursa,216,6,88,66,"{'hp': 60, 'attack': 80, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 40}",['normal'],https://pokeapi.co/api/v2/pokemon/216/
216,ursaring,217,18,1258,175,"{'hp': 90, 'attack': 130, 'defense': 75, 'special-attack': 75, 'special-defense': 75, 'speed': 55}",['normal'],https://pokeapi.co/api/v2/pokemon/217/
217,slugma,218,7,350,50,"{'hp': 40, 'attack': 40, 'defense': 40, 'special-attack': 70, 'special-defense': 40, 'speed': 20}",['fire'],https://pokeapi.co/api/v2/pokemon/218/
218,magcargo,219,8,550,151,"{'hp': 60, 'attack': 50, 'defense': 120, 'special-attack': 90, 'special-defense': 80, 'speed': 30}","['fire', 'rock']",https://pokeapi.co/api/v2/pokemon/219/
219,swinub,220,4,65,50,"{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 50}","['ice', 'ground']",https://pokeapi.co/api/v2/pokemon/220/
220,piloswine,221,11,558,158,"{'hp': 100, 'attack': 100, 'defense': 80, 'special-attack': 60, 'special-defense': 60, 'speed': 50}","['ice', 'ground']",https://pokeapi.co/api/v2/pokemon/221/
221,corsola,222,6,50,144,"{'hp': 65, 'attack': 55, 'defense': 95, 'special-attack': 65, 'special-defense': 95, 'speed': 35}","['water', 'rock']",https://pokeapi.co/api/v2/pokemon/222/
222,remoraid,223,6,120,60,"{'hp': 35, 'attack': 65, 'defense': 35, 'special-attack': 65, 'special-defense': 35, 'speed': 65}",['water'],https://pokeapi.co/api/v2/pokemon/223/
223,octillery,224,9,285,168,"{'hp': 75, 'attack': 105, 'defense': 75, 'special-attack': 105, 'special-defense': 75, 'speed': 45}",['water'],https://pokeapi.co/api/v2/pokemon/224/
224,delibird,225,9,160,116,"{'hp': 45, 'attack': 55, 'defense': 45, 'special-attack': 65, 'special-defense': 45, 'speed': 75}","['ice', 'flying']",https://pokeapi.co/api/v2/pokemon/225/
225,mantine,226,21,2200,170,"{'hp': 85, 'attack': 40, 'defense': 70, 'special-attack': 80, 'special-defense': 140, 'speed': 70}","['water', 'flying']",https://pokeapi.co/api/v2/pokemon/226/
226,skarmory,227,17,505,163,"{'hp': 65, 'attack': 80, 'defense': 140, 'special-attack': 40, 'special-defense': 70, 'speed': 70}","['steel', 'flying']",https://pokeapi.co/api/v2/pokemon/227/
227,houndour,228,6,108,66,"{'hp': 45, 'attack': 60, 'defense': 30, 'special-attack': 80, 'special-defense': 50, 'speed': 65}","['dark', 'fire']",https://pokeapi.co/api/v2/pokemon/228/
228,houndoom,229,14,350,175,"{'hp': 75, 'attack': 90, 'defense': 50, 'special-attack': 110, 'special-defense': 80, 'speed': 95}","['dark', 'fire']",https://pokeapi.co/api/v2/pokemon/229/
229,kingdra,230,18,1520,270,"{'hp': 75, 'attack': 95, 'defense': 95, 'special-attack': 95, 'special-defense': 95, 'speed': 85}","['water', 'dragon']",https://pokeapi.co/api/v2/pokemon/230/
230,phanpy,231,5,335,66,"{'hp': 90, 'attack': 60, 'defense': 60, 'special-attack': 40, 'special-defense': 40, 'speed': 40}",['ground'],https://pokeapi.co/api/v2/pokemon/231/
231,donphan,232,11,1200,175,"{'hp': 90, 'attack': 120, 'defense': 120, 'special-attack': 60, 'special-defense': 60, 'speed': 50}",['ground'],https://pokeapi.co/api/v2/pokemon/232/
232,porygon2,233,6,325,180,"{'hp': 85, 'attack': 80, 'defense': 90, 'special-attack': 105, 'special-defense': 95, 'speed': 60}",['normal'],https://pokeapi.co/api/v2/pokemon/233/
233,stantler,234,14,712,163,"{'hp': 73, 'attack': 95, 'defense': 62, 'special-attack': 85, 'special-defense': 65, 'speed': 85}",['normal'],https://pokeapi.co/api/v2/pokemon/234/
234,smeargle,235,12,580,88,"{'hp': 55, 'attack': 20, 'defense': 35, 'special-attack': 20, 'special-defense': 45, 'speed': 75}",['normal'],https://pokeapi.co/api/v2/pokemon/235/
235,tyrogue,236,7,210,42,"{'hp': 35, 'attack': 35, 'defense': 35, 'special-attack': 35, 'special-defense': 35, 'speed': 35}",['fighting'],https://pokeapi.co/api/v2/pokemon/236/
236,hitmontop,237,14,480,159,"{'hp': 50, 'attack': 95, 'defense': 95, 'special-attack': 35, 'special-defense': 110, 'speed': 70}",['fighting'],https://pokeapi.co/api/v2/pokemon/237/
237,smoochum,238,4,60,61,"{'hp': 45, 'attack': 30, 'defense': 15, 'special-attack': 85, 'special-defense': 65, 'speed': 65}","['ice', 'psychic']",https://pokeapi.co/api/v2/pokemon/238/
238,elekid,239,6,235,72,"{'hp': 45, 'attack': 63, 'defense': 37, 'special-attack': 65, 'special-defense': 55, 'speed': 95}",['electric'],https://pokeapi.co/api/v2/pokemon/239/
239,magby,240,7,214,73,"{'hp': 45, 'attack': 75, 'defense': 37, 'special-attack': 70, 'special-defense': 55, 'speed': 83}",['fire'],https://pokeapi.co/api/v2/pokemon/240/
240,miltank,241,12,755,172,"{'hp': 95, 'attack': 80, 'defense': 105, 'special-attack': 40, 'special-defense': 70, 'speed': 100}",['normal'],https://pokeapi.co/api/v2/pokemon/241/
241,blissey,242,15,468,635,"{'hp': 255, 'attack': 10, 'defense': 10, 'special-attack': 75, 'special-defense': 135, 'speed': 55}",['normal'],https://pokeapi.co/api/v2/pokemon/242/
242,raikou,243,19,1780,290,"{'hp': 90, 'attack': 85, 'defense': 75, 'special-attack': 115, 'special-defense': 100, 'speed': 115}",['electric'],https://pokeapi.co/api/v2/pokemon/243/
243,entei,244,21,1980,290,"{'hp': 115, 'attack': 115, 'defense': 85, 'special-attack': 90, 'special-defense': 75, 'speed': 100}",['fire'],https://pokeapi.co/api/v2/pokemon/244/
244,suicune,245,20,1870,290,"{'hp': 100, 'attack': 75, 'defense': 115, 'special-attack': 90, 'special-defense': 115, 'speed': 85}",['water'],https://pokeapi.co/api/v2/pokemon/245/
245,larvitar,246,6,720,60,"{'hp': 50, 'attack': 64, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 41}","['rock', 'ground']",https://pokeapi.co/api/v2/pokemon/246/
246,pupitar,247,12,1520,144,"{'hp': 70, 'attack': 84, 'defense': 70, 'special-attack': 65, 'special-defense': 70, 'speed': 51}","['rock', 'ground']",https://pokeapi.co/api/v2/pokemon/247/
247,tyranitar,248,20,2020,300,"{'hp': 100, 'attack': 134, 'defense': 110, 'special-attack': 95, 'special-defense': 100, 'speed': 61}","['rock', 'dark']",https://pokeapi.co/api/v2/pokemon/248/
248,lugia,249,52,2160,340,"{'hp': 106, 'attack': 90, 'defense': 130, 'special-attack': 90, 'special-defense': 154, 'speed': 110}","['psychic', 'flying']",https://pokeapi.co/api/v2/pokemon/249/
249,ho-oh,250,38,1990,340,"{'hp': 106, 'attack': 130, 'defense': 90, 'special-attack': 110, 'special-defense': 154, 'speed': 90}","['fire', 'flying']",https://pokeapi.co/api/v2/pokemon/250/
